genre,lex_clean,frequency
Poetry_Wisdom,<MQ===/,1
Poetry_Wisdom,<MWD/,1
Poetry_Wisdom,<ND[,1
Poetry_Wisdom,<NQ=/,1
Poetry_Wisdom,<NWH=/,1
Poetry_Wisdom,<NWT/,1
Poetry_Wisdom,<QB/,1
Poetry_Wisdom,<QC[,1
Poetry_Wisdom,<RB/,1
Poetry_Wisdom,<RB===[,1
Poetry_Wisdom,<RB[,1
Poetry_Wisdom,<RP/,1
Poetry_Wisdom,<RPL/,1
Poetry_Wisdom,<RY[,1
Poetry_Wisdom,<TQ=/,1
Poetry_Wisdom,<TQ[,1
Poetry_Wisdom,<WD[,1
Poetry_Wisdom,<WL=/,1
Poetry_Wisdom,<WP[,1
Poetry_Wisdom,<YBH/,1
Poetry_Wisdom,<YBT/,1
Poetry_Wisdom,<YH=/,1
Poetry_Wisdom,<YMH=/,1
Poetry_Wisdom,<Z=/,1
Poetry_Wisdom,<Z===/,1
Poetry_Wisdom,<ZR/,1
Poetry_Wisdom,<ZRH/,1
Poetry_Wisdom,<ZWZ=/,1
Poetry_Wisdom,>BJR/,1
Poetry_Wisdom,>CM[,1
Poetry_Wisdom,>CNB/,1
Poetry_Wisdom,>CR=[,1
Poetry_Wisdom,>CWR=/,1
Poetry_Wisdom,>CWR==/,1
Poetry_Wisdom,>HB/,1
Poetry_Wisdom,>HB=/,1
Poetry_Wisdom,>HL==/,1
Poetry_Wisdom,>JLH/,1
Poetry_Wisdom,>JLWT/,1
Poetry_Wisdom,>K,1
Poetry_Wisdom,>KZRJ/,1
Poetry_Wisdom,>L==/,1
Poetry_Wisdom,>LH=/,1
Poetry_Wisdom,>LP/,1
Poetry_Wisdom,>LWH/,1
Poetry_Wisdom,>LWP=/,1
Poetry_Wisdom,>LX[,1
Poetry_Wisdom,>MLL=/,1
Poetry_Wisdom,>MN[,1
Poetry_Wisdom,>MWN/,1
Poetry_Wisdom,>MWN=/,1
Poetry_Wisdom,>NP[,1
Poetry_Wisdom,>NQH/,1
Poetry_Wisdom,>NXH/,1
Poetry_Wisdom,>PJQ/,1
Poetry_Wisdom,>PL=/,1
Poetry_Wisdom,>PP[,1
Poetry_Wisdom,>RCT/,1
Poetry_Wisdom,>RJ/,1
Poetry_Wisdom,>SM/,1
Poetry_Wisdom,>TH[,1
Poetry_Wisdom,>VWN/,1
Poetry_Wisdom,>WLT/,1
Poetry_Wisdom,>XR/,1
Poetry_Wisdom,>XWR/,1
Poetry_Wisdom,>XWT/,1
Poetry_Wisdom,>XZH/,1
Poetry_Wisdom,B<T[,1
Poetry_Wisdom,B>R/,1
Poetry_Wisdom,BDD/,1
Poetry_Wisdom,BHMH/,1
Poetry_Wisdom,BJN/,1
Poetry_Wisdom,BKJ/,1
Poetry_Wisdom,BLJ/,1
Poetry_Wisdom,BMH/,1
Poetry_Wisdom,BNH[,1
Poetry_Wisdom,BQ<[,1
Poetry_Wisdom,BR===/,1
Poetry_Wisdom,BRQ/,1
Poetry_Wisdom,BRX[,1
Poetry_Wisdom,BRZL/,1
Poetry_Wisdom,BY</,1
Poetry_Wisdom,C<N[,1
Poetry_Wisdom,C>GH/,1
Poetry_Wisdom,C>G[,1
Poetry_Wisdom,C>N[,1
Poetry_Wisdom,C>R/,1
Poetry_Wisdom,CBT[,1
Poetry_Wisdom,CBWT/,1
Poetry_Wisdom,CC/,1
Poetry_Wisdom,CD/,1
Poetry_Wisdom,CD=/,1
Poetry_Wisdom,CDD[,1
Poetry_Wisdom,CGJ>H/,1
Poetry_Wisdom,CGJWN/,1
Poetry_Wisdom,CJRH/,1
Poetry_Wisdom,CJT=/,1
Poetry_Wisdom,CKM/,1
Poetry_Wisdom,CLL/,1
Poetry_Wisdom,CLM/,1
Poetry_Wisdom,CLWH/,1
Poetry_Wisdom,CM</,1
Poetry_Wisdom,CMC/,1
Poetry_Wisdom,CPL[,1
Poetry_Wisdom,CPR[,1
Poetry_Wisdom,CPT[,1
Poetry_Wisdom,CQD[,1
Poetry_Wisdom,CQWJ/,1
Poetry_Wisdom,CQY[,1
Poetry_Wisdom,CR/,1
Poetry_Wisdom,CT/,1
Poetry_Wisdom,CTL[,1
Poetry_Wisdom,CVR[,1
Poetry_Wisdom,CW<==/,1
Poetry_Wisdom,CW<H/,1
Poetry_Wisdom,CWB=[,1
Poetry_Wisdom,CWQ=/,1
Poetry_Wisdom,CWR/,1
Poetry_Wisdom,CWR=/,1
Poetry_Wisdom,CWRR/,1
Poetry_Wisdom,CWX[,1
Poetry_Wisdom,CXQ[,1
Poetry_Wisdom,CXR/,1
Poetry_Wisdom,CXX[,1
Poetry_Wisdom,D>H[,1
Poetry_Wisdom,DBC/,1
Poetry_Wisdom,DBH/,1
Poetry_Wisdom,DBQ[,1
Poetry_Wisdom,DBR=[,1
Poetry_Wisdom,DC>/,1
Poetry_Wisdom,DCN=/,1
Poetry_Wisdom,DD/,1
Poetry_Wisdom,DG/,1
Poetry_Wisdom,DGL[,1
Poetry_Wisdom,DGN/,1
Poetry_Wisdom,DJN/,1
Poetry_Wisdom,DKH[,1
Poetry_Wisdom,DL/,1
Poetry_Wisdom,DLG[,1
Poetry_Wisdom,DLT/,1
Poetry_Wisdom,DM<H/,1
Poetry_Wisdom,DMJN/,1
Poetry_Wisdom,DMM[,1
Poetry_Wisdom,DWD/,1
Poetry_Wisdom,DWMJH/,1
Poetry_Wisdom,DWNG/,1
Poetry_Wisdom,FB</,1
Poetry_Wisdom,FB<==/,1
Poetry_Wisdom,FDJ/,1
Poetry_Wisdom,FGB[,1
Poetry_Wisdom,FJX[,1
Poetry_Wisdom,FKL/,1
Poetry_Wisdom,FMX/,1
Poetry_Wisdom,FR/,1
Poetry_Wisdom,FRP[,1
Poetry_Wisdom,FRR[,1
Poetry_Wisdom,FWF[,1
Poetry_Wisdom,FXH[,1
Poetry_Wisdom,FXWQ/,1
Poetry_Wisdom,G<RH/,1
Poetry_Wisdom,G<R[,1
Poetry_Wisdom,G>H=/,1
Poetry_Wisdom,G>L[,1
Poetry_Wisdom,G>WH/,1
Poetry_Wisdom,G>WN/,1
Poetry_Wisdom,G>WT/,1
Poetry_Wisdom,GB<H/,1
Poetry_Wisdom,GBH=/,1
Poetry_Wisdom,GBR[,1
Poetry_Wisdom,GDL[,1
Poetry_Wisdom,GDWD/,1
Poetry_Wisdom,GJ>/,1
Poetry_Wisdom,GLH[,1
Poetry_Wisdom,GLL[,1
Poetry_Wisdom,GNB/,1
Poetry_Wisdom,GP=/,1
Poetry_Wisdom,GPRJT/,1
Poetry_Wisdom,GRWN/,1
Poetry_Wisdom,GTJT/,1
Poetry_Wisdom,GW/,1
Poetry_Wisdom,GWR==[,1
Poetry_Wisdom,GXH[,1
Poetry_Wisdom,GZL[,1
Poetry_Wisdom,HDP[,1
Poetry_Wisdom,HGJG/,1
Poetry_Wisdom,HLL==[,1
Poetry_Wisdom,HMM[,1
Poetry_Wisdom,HRH[,1
Poetry_Wisdom,HRS[,1
Poetry_Wisdom,HWH=/,1
Poetry_Wisdom,HWH==/,1
Poetry_Wisdom,J<LH/,1
Poetry_Wisdom,J<L[,1
Poetry_Wisdom,J<N/,1
Poetry_Wisdom,J<Y[,1
Poetry_Wisdom,JBC[,1
Poetry_Wisdom,JG<[,1
Poetry_Wisdom,JGWN/,1
Poetry_Wisdom,JMJNJ/,1
Poetry_Wisdom,JNQ[,1
Poetry_Wisdom,JPJ/,1
Poetry_Wisdom,JQB/,1
Poetry_Wisdom,JQC[,1
Poetry_Wisdom,JQWC/,1
Poetry_Wisdom,JRC[,1
Poetry_Wisdom,JRH=[,1
Poetry_Wisdom,JRX=/,1
Poetry_Wisdom,JSD=[,1
Poetry_Wisdom,JSWD/,1
Poetry_Wisdom,JTR/,1
Poetry_Wisdom,JTR=/,1
Poetry_Wisdom,JTR[,1
Poetry_Wisdom,JWYR/,1
Poetry_Wisdom,JXD/,1
Poetry_Wisdom,K>H/,1
Poetry_Wisdom,KBD=/,1
Poetry_Wisdom,KJS/,1
Poetry_Wisdom,KKR/,1
Poetry_Wisdom,KLMH/,1
Poetry_Wisdom,KPJR/,1
Poetry_Wisdom,KPR/,1
Poetry_Wisdom,KRH[,1
Poetry_Wisdom,KRWB/,1
Poetry_Wisdom,KS>=/,1
Poetry_Wisdom,KSJLWT/,1
Poetry_Wisdom,KSL/,1
Poetry_Wisdom,KSP[,1
Poetry_Wisdom,KTR[,1
Poetry_Wisdom,KWH[,1
Poetry_Wisdom,KWKB/,1
Poetry_Wisdom,KXC[,1
Poetry_Wisdom,L<NH/,1
Poetry_Wisdom,LBWC/,1
Poetry_Wisdom,LJN[,1
Poetry_Wisdom,LKD/,1
Poetry_Wisdom,LKN,1
Poetry_Wisdom,LVC[,1
Poetry_Wisdom,LXJ/,1
Poetry_Wisdom,LYWN/,1
Poetry_Wisdom,LZWT/,1
Poetry_Wisdom,M<D[,1
Poetry_Wisdom,M<JM/,1
Poetry_Wisdom,M<L/,1
Poetry_Wisdom,M<WZ/,1
Poetry_Wisdom,M>KL/,1
Poetry_Wisdom,M>N[,1
Poetry_Wisdom,M>RB/,1
Poetry_Wisdom,M>RH/,1
Poetry_Wisdom,M>WM/,1
Poetry_Wisdom,MBW>/,1
Poetry_Wisdom,MC<N=/,1
Poetry_Wisdom,MC<NT/,1
Poetry_Wisdom,MC>LH/,1
Poetry_Wisdom,MCH[,1
Poetry_Wisdom,MCK[,1
Poetry_Wisdom,MCMR/,1
Poetry_Wisdom,MCPXH/,1
Poetry_Wisdom,MCWBH/,1
Poetry_Wisdom,MD<=/,1
Poetry_Wisdom,MDJN/,1
Poetry_Wisdom,MGN=/,1
Poetry_Wisdom,MGN[,1
Poetry_Wisdom,MGWRH/,1
Poetry_Wisdom,MHR=[,1
Poetry_Wisdom,MJTR/,1
Poetry_Wisdom,MKTM/,1
Poetry_Wisdom,ML>=/,1
Poetry_Wisdom,MLH/,1
Poetry_Wisdom,MLJYH/,1
Poetry_Wisdom,MLK[,1
Poetry_Wisdom,MLL[,1
Poetry_Wisdom,MLQXJM=/,1
Poetry_Wisdom,MLV[,1
Poetry_Wisdom,MLWKH/,1
Poetry_Wisdom,MNWXH/,1
Poetry_Wisdom,MNXH/,1
Poetry_Wisdom,MP<L/,1
Poetry_Wisdom,MPTX=/,1
Poetry_Wisdom,MQWM/,1
Poetry_Wisdom,MR/,1
Poetry_Wisdom,MR==/,1
Poetry_Wisdom,MRBDJM/,1
Poetry_Wisdom,MRH[,1
Poetry_Wisdom,MRXB/,1
Poetry_Wisdom,MSGRT/,1
Poetry_Wisdom,MSH[,1
Poetry_Wisdom,MSS[,1
Poetry_Wisdom,MTQ[,1
Poetry_Wisdom,MTWQ/,1
Poetry_Wisdom,MVH=/,1
Poetry_Wisdom,MVMN/,1
Poetry_Wisdom,MVR[,1
Poetry_Wisdom,MWCB/,1
Poetry_Wisdom,MWQC/,1
Poetry_Wisdom,MWRH/,1
Poetry_Wisdom,MWRH==/,1
Poetry_Wisdom,MWR[,1
Poetry_Wisdom,MWSDH=/,1
Poetry_Wisdom,MWSRH/,1
Poetry_Wisdom,MWY>/,1
Poetry_Wisdom,MXCBH/,1
Poetry_Wisdom,MXR/,1
Poetry_Wisdom,MXSH/,1
Poetry_Wisdom,MXSWR/,1
Poetry_Wisdom,MXY[,1
Poetry_Wisdom,MY/,1
Poetry_Wisdom,MYWDH/,1
Poetry_Wisdom,MYWQH/,1
Poetry_Wisdom,MZWZH/,1
Poetry_Wisdom,N<M/,1
Poetry_Wisdom,N<RH/,1
Poetry_Wisdom,N>P[,1
Poetry_Wisdom,NBL/,1
Poetry_Wisdom,NCK/,1
Poetry_Wisdom,NCMH/,1
Poetry_Wisdom,NCP/,1
Poetry_Wisdom,NDJB/,1
Poetry_Wisdom,NDP[,1
Poetry_Wisdom,NG</,1
Poetry_Wisdom,NG<[,1
Poetry_Wisdom,NGH[,1
Poetry_Wisdom,NGJD/,1
Poetry_Wisdom,NGP[,1
Poetry_Wisdom,NHL[,1
Poetry_Wisdom,NHM[,1
Poetry_Wisdom,NHR/,1
Poetry_Wisdom,NKH[,1
Poetry_Wisdom,NKX/,1
Poetry_Wisdom,NMLH/,1
Poetry_Wisdom,NPY[,1
Poetry_Wisdom,NQC[,1
Poetry_Wisdom,NQM/,1
Poetry_Wisdom,NQMH/,1
Poetry_Wisdom,NQM[,1
Poetry_Wisdom,NSK/,1
Poetry_Wisdom,NSX[,1
Poetry_Wisdom,NTC[,1
Poetry_Wisdom,NTQ[,1
Poetry_Wisdom,NVP[,1
Poetry_Wisdom,NWB[,1
Poetry_Wisdom,NWD[,1
Poetry_Wisdom,NWH/,1
Poetry_Wisdom,NWH=/,1
Poetry_Wisdom,NWP=[,1
Poetry_Wisdom,NWX[,1
Poetry_Wisdom,NXJLWT/,1
Poetry_Wisdom,NXL/,1
Poetry_Wisdom,NXM[,1
Poetry_Wisdom,NXT[,1
Poetry_Wisdom,NXWCH/,1
Poetry_Wisdom,NYB[,1
Poetry_Wisdom,NZL[,1
Poetry_Wisdom,P<L/,1
Poetry_Wisdom,PDH[,1
Poetry_Wisdom,PLH[,1
Poetry_Wisdom,PLL[,1
Poetry_Wisdom,PLS[,1
Poetry_Wisdom,PLX[,1
Poetry_Wisdom,PNH[,1
Poetry_Wisdom,PQWDJM/,1
Poetry_Wisdom,PR/,1
Poetry_Wisdom,PRD[,1
Poetry_Wisdom,PRJY/,1
Poetry_Wisdom,PRQ[,1
Poetry_Wisdom,PRY[,1
Poetry_Wisdom,PSS[,1
Poetry_Wisdom,PT</,1
Poetry_Wisdom,PTH[,1
Poetry_Wisdom,PTJ=/,1
Poetry_Wisdom,PTJWT/,1
Poetry_Wisdom,PTX[,1
Poetry_Wisdom,PVR[,1
Poetry_Wisdom,PYH[,1
Poetry_Wisdom,QBR/,1
Poetry_Wisdom,QDQD/,1
Poetry_Wisdom,QN>H/,1
Poetry_Wisdom,QN>[,1
Poetry_Wisdom,QNH=[,1
Poetry_Wisdom,QNJN/,1
Poetry_Wisdom,QNMWN/,1
Poetry_Wisdom,QRB/,1
Poetry_Wisdom,QRB[,1
Poetry_Wisdom,QRJH/,1
Poetry_Wisdom,QRSL/,1
Poetry_Wisdom,QW/,1
Poetry_Wisdom,QWY[,1
Poetry_Wisdom,QYJN/,1
Poetry_Wisdom,QYR[,1
Poetry_Wisdom,QYWT/,1
Poetry_Wisdom,R<<=[,1
Poetry_Wisdom,R<C[,1
Poetry_Wisdom,R<DH/,1
Poetry_Wisdom,R<M[,1
Poetry_Wisdom,R<P[,1
Poetry_Wisdom,R>M/,1
Poetry_Wisdom,RBBH/,1
Poetry_Wisdom,RBD[,1
Poetry_Wisdom,RBY[,1
Poetry_Wisdom,RC<[,1
Poetry_Wisdom,RDM[,1
Poetry_Wisdom,RG</,1
Poetry_Wisdom,RGC[,1
Poetry_Wisdom,RGL[,1
Poetry_Wisdom,RHB[,1
Poetry_Wisdom,RJB/,1
Poetry_Wisdom,RJB[,1
Poetry_Wisdom,RJQ[,1
Poetry_Wisdom,RK/,1
Poetry_Wisdom,RKB/,1
Poetry_Wisdom,RKB[,1
Poetry_Wisdom,RMJH/,1
Poetry_Wisdom,RMS[,1
Poetry_Wisdom,RNH/,1
Poetry_Wisdom,RP>WT/,1
Poetry_Wisdom,RP>[,1
Poetry_Wisdom,RPH[,1
Poetry_Wisdom,RPS[,1
Poetry_Wisdom,RQB[,1
Poetry_Wisdom,RQJ</,1
Poetry_Wisdom,RWC[,1
Poetry_Wisdom,RWJH/,1
Poetry_Wisdom,RXM/,1
Poetry_Wisdom,RXMJM/,1
Poetry_Wisdom,RXM[,1
Poetry_Wisdom,RYH[,1
Poetry_Wisdom,SGR[,1
Poetry_Wisdom,SK/,1
Poetry_Wisdom,SKH/,1
Poetry_Wisdom,SKK[,1
Poetry_Wisdom,SL</,1
Poetry_Wisdom,SLL[,1
Poetry_Wisdom,SLX[,1
Poetry_Wisdom,SMK[,1
Poetry_Wisdom,SRR[,1
Poetry_Wisdom,SWS/,1
Poetry_Wisdom,TK/,1
Poetry_Wisdom,TMWNH/,1
Poetry_Wisdom,TNH[,1
Poetry_Wisdom,TNWR/,1
Poetry_Wisdom,TP>RT/,1
Poetry_Wisdom,TPF[,1
Poetry_Wisdom,TQ<[,1
Poetry_Wisdom,TQWPH/,1
Poetry_Wisdom,TWGH/,1
Poetry_Wisdom,TWL<T/,1
Poetry_Wisdom,TWXLT/,1
Poetry_Wisdom,TWY>WT/,1
Poetry_Wisdom,TXBLWT/,1
Poetry_Wisdom,TXLH/,1
Poetry_Wisdom,TXNH/,1
Poetry_Wisdom,VBX[,1
Poetry_Wisdom,VJV/,1
Poetry_Wisdom,VL/,1
Poetry_Wisdom,VMN[,1
Poetry_Wisdom,VRM/,1
Poetry_Wisdom,VWB=/,1
Poetry_Wisdom,VWBH/,1
Poetry_Wisdom,XBL==[,1
Poetry_Wisdom,XBQ/,1
Poetry_Wisdom,XCKH/,1
Poetry_Wisdom,XD/,1
Poetry_Wisdom,XDH[,1
Poetry_Wisdom,XDL[,1
Poetry_Wisdom,XDR/,1
Poetry_Wisdom,XJDH/,1
Poetry_Wisdom,XJL=[,1
Poetry_Wisdom,XLB=/,1
Poetry_Wisdom,XLD/,1
Poetry_Wisdom,XLL/,1
Poetry_Wisdom,XLQ===/,1
Poetry_Wisdom,XLQH=/,1
Poetry_Wisdom,XLQ[,1
Poetry_Wisdom,XLWN/,1
Poetry_Wisdom,XMH=/,1
Poetry_Wisdom,XML[,1
Poetry_Wisdom,XMS[,1
Poetry_Wisdom,XMY=/,1
Poetry_Wisdom,XPF[,1
Poetry_Wisdom,XPH/,1
Poetry_Wisdom,XPR=[,1
Poetry_Wisdom,XQH/,1
Poetry_Wisdom,XRBH=/,1
Poetry_Wisdom,XRF/,1
Poetry_Wisdom,XRG[,1
Poetry_Wisdom,XRH[,1
Poetry_Wisdom,XRWN/,1
Poetry_Wisdom,XRWY====/,1
Poetry_Wisdom,XSD[,1
Poetry_Wisdom,XTH[,1
Poetry_Wisdom,XTN/,1
Poetry_Wisdom,XVB=[,1
Poetry_Wisdom,XWC[,1
Poetry_Wisdom,XWG/,1
Poetry_Wisdom,XWH=[,1
Poetry_Wisdom,XYB[,1
Poetry_Wisdom,XYR/,1
Poetry_Wisdom,XZQ===/,1
Poetry_Wisdom,Y<D[,1
Poetry_Wisdom,Y<QH/,1
Poetry_Wisdom,YB>/,1
Poetry_Wisdom,YBJ=/,1
Poetry_Wisdom,YDQ[,1
Poetry_Wisdom,YL/,1
Poetry_Wisdom,YLMWT/,1
Poetry_Wisdom,YLX[,1
Poetry_Wisdom,YMT[,1
Poetry_Wisdom,YNH/,1
Poetry_Wisdom,YNH=/,1
Poetry_Wisdom,YPH[,1
Poetry_Wisdom,YRR[,1
Poetry_Wisdom,YRWR/,1
Poetry_Wisdom,YWD[,1
Poetry_Wisdom,YWH[,1
Poetry_Wisdom,YWP/,1
Poetry_Wisdom,YWQH/,1
Poetry_Wisdom,Z<M[,1
Poetry_Wisdom,Z<Q[,1
Poetry_Wisdom,ZBX[,1
Poetry_Wisdom,ZD/,1
Poetry_Wisdom,ZHB/,1
Poetry_Wisdom,ZHR[,1
Poetry_Wisdom,ZL<PH/,1
Poetry_Wisdom,ZLT/,1
Poetry_Wisdom,ZMH/,1
Poetry_Wisdom,ZMM[,1
Poetry_Wisdom,ZQQ[,1
Poetry_Wisdom,ZRH[,1
Poetry_Wisdom,ZWLH/,1
Prophecy,>MR[,94
Prophecy,KL/,74
Prophecy,HJH[,69
Prophecy,>RY/,56
Prophecy,JWM/,52
Prophecy,<M/,48
Prophecy,BJT/,47
Prophecy,>KL[,31
Prophecy,BN/,31
Prophecy,<FH[,30
Prophecy,YB>/,30
Prophecy,BW>[,29
Prophecy,CWB[,28
Prophecy,JD/,28
Prophecy,HLK[,24
Prophecy,KH,23
Prophecy,MLK/,23
Prophecy,N>M/,23
Prophecy,PNH/,23
Prophecy,<WD/,21
Prophecy,>JC/,21
Prophecy,>JN/,21
Prophecy,JCB[,21
Prophecy,>LHJM/,20
Prophecy,NF>[,20
Prophecy,<LH[,19
Prophecy,CM<[,19
Prophecy,R>H[,18
Prophecy,>C/,17
Prophecy,GWJ/,16
Prophecy,HR/,16
Prophecy,QR>[,16
Prophecy,R>C/,16
Prophecy,<JN/,15
Prophecy,<JR/,15
Prophecy,DBR/,15
Prophecy,JD<[,15
Prophecy,LKN,15
Prophecy,>P/,14
Prophecy,CLX[,14
Prophecy,NPL[,14
Prophecy,QWM[,14
Prophecy,>DMH/,13
Prophecy,CM/,13
Prophecy,GLH[,13
Prophecy,JM/,13
Prophecy,KRM/,13
Prophecy,MCPV/,13
Prophecy,SWR[,13
Prophecy,>RMWN/,12
Prophecy,MJM/,12
Prophecy,QRB/,12
Prophecy,RB/,12
Prophecy,XRB/,12
Prophecy,>RB</,11
Prophecy,>XD/,11
Prophecy,CLC/,11
Prophecy,CM,11
Prophecy,CNJM/,11
Prophecy,NKH[,11
Prophecy,NVH[,11
Prophecy,QDWC/,11
Prophecy,TXT/,11
Prophecy,<BR[,10
Prophecy,>WR/,10
Prophecy,JSP[,10
Prophecy,KBWD/,10
Prophecy,PC</,10
Prophecy,RWX/,10
Prophecy,>DM/,9
Prophecy,CPV[,9
Prophecy,DBR[,9
Prophecy,DRC[,9
Prophecy,DRK/,9
Prophecy,JXDW,9
Prophecy,KN,9
Prophecy,LBB/,9
Prophecy,PH/,9
Prophecy,YDQH/,9
Prophecy,FR/,8
Prophecy,JJN/,8
Prophecy,LQX[,8
Prophecy,ML>[,8
Prophecy,NPC/,8
Prophecy,NTN[,8
Prophecy,R</,8
Prophecy,RWM[,8
Prophecy,VWB/,8
Prophecy,B<R[,7
Prophecy,BT/,7
Prophecy,C>R=/,7
Prophecy,CBV/,7
Prophecy,CTH[,7
Prophecy,FJM[,7
Prophecy,GM,7
Prophecy,JY>[,7
Prophecy,MWT[,7
Prophecy,NBJ>/,7
Prophecy,NW<[,7
Prophecy,YWH[,7
Prophecy,<TH,6
Prophecy,<ZB[,6
Prophecy,>B/,6
Prophecy,>L/,6
Prophecy,>LJL/,6
Prophecy,BJN[,6
Prophecy,BNH[,6
Prophecy,CJT/,6
Prophecy,CMD[,6
Prophecy,CMJR/,6
Prophecy,CPL[,6
Prophecy,DL/,6
Prophecy,G>WN/,6
Prophecy,GBWR/,6
Prophecy,J<R/,6
Prophecy,KRT[,6
Prophecy,KSP/,6
Prophecy,LXM/,6
Prophecy,M<FH/,6
Prophecy,M>S[,6
Prophecy,N<R/,6
Prophecy,NB>[,6
Prophecy,NWS[,6
Prophecy,PLCTJ/,6
Prophecy,PRJ/,6
Prophecy,QWL/,6
Prophecy,R<<[,6
Prophecy,TWRH/,6
Prophecy,XCK/,6
Prophecy,<MD[,5
Prophecy,<NJ/,5
Prophecy,>BJWN/,5
Prophecy,>DWN/,5
Prophecy,>MN[,5
Prophecy,>SP[,5
Prophecy,>ZN/,5
Prophecy,C>R[,5
Prophecy,CNH/,5
Prophecy,FN>[,5
Prophecy,GB<H/,5
Prophecy,GDWL/,5
Prophecy,HPK[,5
Prophecy,HRG[,5
Prophecy,JKX[,5
Prophecy,JRD[,5
Prophecy,JTR[,5
Prophecy,KNP/,5
Prophecy,KTB[,5
Prophecy,MLXMH/,5
Prophecy,MVH/,5
Prophecy,MVR[,5
Prophecy,MZBX/,5
Prophecy,NG<[,5
Prophecy,NGD/,5
Prophecy,PQD[,5
Prophecy,R<H/,5
Prophecy,RGL/,5
Prophecy,SWS/,5
Prophecy,TWK/,5
Prophecy,XTT[,5
Prophecy,XWMH/,5
Prophecy,YWR/,5
Prophecy,<RY[,4
Prophecy,<WN/,4
Prophecy,>CH/,4
Prophecy,>CR[,4
Prophecy,>LMNH/,4
Prophecy,>NK/,4
Prophecy,>X/,4
Prophecy,>XR/,4
Prophecy,>XRJT/,4
Prophecy,BXWR/,4
Prophecy,BZZ[,4
Prophecy,C>G[,4
Prophecy,CB<[,4
Prophecy,CLL/,4
Prophecy,CMN/,4
Prophecy,CRC/,4
Prophecy,CXX[,4
Prophecy,DM/,4
Prophecy,DRK[,4
Prophecy,FGB[,4
Prophecy,FMLH/,4
Prophecy,FPH/,4
Prophecy,GDL[,4
Prophecy,GNH/,4
Prophecy,HDR/,4
Prophecy,J<N/,4
Prophecy,J<Y[,4
Prophecy,JLD/,4
Prophecy,JR>[,4
Prophecy,JTWM/,4
Prophecy,KLH[,4
Prophecy,LKD[,4
Prophecy,M<L/,4
Prophecy,M<V/,4
Prophecy,MLV[,4
Prophecy,MMLKH/,4
Prophecy,MQWM/,4
Prophecy,N<L/,4
Prophecy,NBV[,4
Prophecy,NGC[,4
Prophecy,NV<[,4
Prophecy,NWP[,4
Prophecy,NXL/,4
Prophecy,NXM[,4
Prophecy,NYL[,4
Prophecy,PC<[,4
Prophecy,QDC/,4
Prophecy,QVN/,4
Prophecy,QWH[,4
Prophecy,R<H[,4
Prophecy,RBH[,4
Prophecy,XCB[,4
Prophecy,XDC=/,4
Prophecy,XJH[,4
Prophecy,YDJQ/,4
Prophecy,YDQ/,4
Prophecy,ZQN/,4
Prophecy,ZR</,4
Prophecy,<BRH=/,3
Prophecy,<CN/,3
Prophecy,<FRH=/,3
Prophecy,<L/,3
Prophecy,<NB/,3
Prophecy,<PR/,3
Prophecy,<T/,3
Prophecy,<WP[,3
Prophecy,<Y/,3
Prophecy,<YH/,3
Prophecy,>BD[,3
Prophecy,>BL==/,3
Prophecy,>BL[,3
Prophecy,>HB[,3
Prophecy,>JB[,3
Prophecy,>LP=/,3
Prophecy,>LWN=/,3
Prophecy,>PS/,3
Prophecy,>RJH/,3
Prophecy,>RZ/,3
Prophecy,>WN=/,3
Prophecy,>WT/,3
Prophecy,>ZN[,3
Prophecy,>ZWR/,3
Prophecy,BD/,3
Prophecy,BJN/,3
Prophecy,BLT/,3
Prophecy,BQR/,3
